Temporada,home_team_api_id,away_team_api_id,B365H,B365A,date,home_team_goal,away_team_goal,odd_team_win,Team_win
2011/2012,9925,8467,1.36,9,2012-04-01 00:00:00,2,0,1.36,1
2011/2012,9927,8548,3.2,2.2,2012-03-31 00:00:00,1,2,2.2,1
2011/2012,8597,9925,7,1.5,2012-04-07 00:00:00,0,6,1.5,1
2011/2012,8548,9800,1.36,8,2012-04-07 00:00:00,3,1,1.36,1
2011/2012,9860,8548,3.2,2.25,2012-04-21 00:00:00,0,3,2.25,1
2011/2012,9927,9925,5.5,1.62,2012-04-22 00:00:00,0,3,1.62,1
2011/2012,9925,8548,1.73,4.5,2012-04-29 00:00:00,3,0,1.73,1
2011/2012,8548,9938,1.67,5,2012-05-02 00:00:00,5,0,1.67,1
2011/2012,9925,8467,1.29,11,2012-05-03 00:00:00,1,0,1.29,1
2011/2012,8548,9927,1.62,5.5,2012-05-05 00:00:00,0,0,1.62,0
2011/2012,9938,9925,4.5,1.8,2012-05-06 00:00:00,1,0,1.8,0
2011/2012,9925,9860,1.33,9,2012-05-13 00:00:00,5,0,1.33,1
2011/2012,8467,8548,4.2,1.91,2012-05-13 00:00:00,0,4,1.91,1
2011/2012,9925,9938,1.25,12,2011-08-13 00:00:00,5,1,1.25,1
2011/2012,8066,8548,7.5,1.4,2011-08-13 00:00:00,0,2,1.4,1
2011/2012,9927,8548,5.5,1.67,2011-08-21 00:00:00,0,3,1.67,1
2011/2012,9925,8467,1.2,16,2011-08-21 00:00:00,0,1,1.2,0
2011/2012,8548,8485,1.25,10,2011-08-28 00:00:00,2,0,1.25,1
2011/2012,9800,9925,8.5,1.36,2011-08-28 00:00:00,0,2,1.36,1
2011/2012,9925,9927,1.25,12,2011-09-10 00:00:00,4,0,1.25,1
2011/2012,9938,8548,6.5,1.53,2011-09-10 00:00:00,0,1,1.53,1
2011/2012,8548,9925,2.4,2.88,2011-09-18 00:00:00,4,2,2.4,1
2011/2012,9925,8066,1.17,17,2011-09-24 00:00:00,2,0,1.17,1
2011/2012,8457,8548,9,1.33,2011-09-24 00:00:00,0,4,1.33,1
2011/2012,8633,8315,1.2,15,2012-01-22 00:00:00,4,1,1.2,1
2011/2012,9864,8634,9.5,1.29,2012-01-22 00:00:00,1,4,1.29,1
2011/2012,8633,10205,1.13,21,2011-10-26 00:00:00,3,0,1.13,1
2011/2012,7878,8634,23,1.1,2011-10-25 00:00:00,0,1,1.1,1
2011/2012,8560,8633,15,1.17,2011-10-29 00:00:00,0,1,1.17,1
2011/2012,8634,8661,1.06,34,2011-10-29 00:00:00,5,0,1.06,1
2011/2012,8315,8634,11,1.22,2011-11-06 00:00:00,2,2,1.22,0
2011/2012,8633,8371,1.06,29,2011-11-06 00:00:00,7,1,1.06,1
2011/2012,10267,8633,6,1.53,2011-11-19 00:00:00,2,3,1.53,1
2011/2012,8634,8394,1.06,26,2011-11-19 00:00:00,4,0,1.06,1
2011/2012,8633,9906,1.17,17,2011-11-26 00:00:00,4,1,1.17,1
2011/2012,8305,8634,13,1.2,2011-11-26 00:00:00,1,0,1.2,0
2011/2012,8634,8581,1.1,26,2011-12-03 00:00:00,5,0,1.1,1
2011/2012,9869,8633,13,1.22,2011-12-03 00:00:00,0,3,1.22,1
2011/2012,8633,8634,2.4,2.8,2011-12-10 00:00:00,1,3,2.4,0
2011/2012,8302,8633,8,1.4,2011-12-17 00:00:00,2,6,1.4,1
2011/2012,8634,8370,1.06,29,2011-11-29 00:00:00,4,0,1.06,1
2011/2012,8633,7878,1.06,29,2012-01-07 00:00:00,5,1,1.06,1
2011/2012,8558,8634,13,1.22,2012-01-08 00:00:00,1,1,1.22,0
2011/2012,8634,8603,1.07,26,2012-01-15 00:00:00,4,2,1.07,1
2011/2012,8661,8633,11,1.29,2012-01-14 00:00:00,1,2,1.29,1
2011/2012,8634,10205,1.25,11,2011-08-29 00:00:00,5,0,1.25,1
2011/2012,8394,8633,8.5,1.33,2011-08-28 00:00:00,0,6,1.33,1
2011/2012,8315,8633,6,1.53,2012-05-02 00:00:00,0,3,1.53,1
2011/2012,8634,9864,1.2,15,2012-05-02 00:00:00,4,1,1.2,1
2011/2012,8633,8394,1.07,26,2012-01-28 00:00:00,3,1,1.07,1
2011/2012,10205,8634,12,1.22,2012-01-28 00:00:00,0,0,1.22,0
2011/2012,8305,8633,9,1.33,2012-02-04 00:00:00,0,1,1.33,1
2011/2012,8634,8560,1.07,26,2012-02-04 00:00:00,2,1,1.07,1
2011/2012,8633,8581,1.08,26,2012-02-12 00:00:00,4,2,1.08,1
2011/2012,8371,8634,9.5,1.33,2012-02-11 00:00:00,3,2,1.33,0
2011/2012,8633,8696,1.08,26,2012-02-18 00:00:00,4,0,1.08,1
2011/2012,8634,10267,1.25,11,2012-02-19 00:00:00,5,1,1.25,1
2011/2012,9906,8634,7,1.44,2012-02-26 00:00:00,1,2,1.44,1
2011/2012,8370,8633,8,1.36,2012-02-26 00:00:00,0,1,1.36,1
2011/2012,8634,9869,1.08,26,2012-03-03 00:00:00,3,1,1.08,1
2011/2012,8633,8558,1.13,21,2012-03-04 00:00:00,5,0,1.13,1
2011/2012,8603,8633,7,1.44,2012-03-10 00:00:00,2,3,1.44,1
2011/2012,8696,8634,13,1.22,2012-03-11 00:00:00,0,2,1.22,1
2011/2012,8633,9864,1.17,14,2012-03-18 00:00:00,1,1,1.17,0
2011/2012,8302,8634,8.5,1.36,2012-03-17 00:00:00,0,2,1.36,1
2011/2012,10205,8633,8.5,1.36,2012-03-21 00:00:00,1,1,1.36,0
2011/2012,8634,7878,1.05,34,2012-03-20 00:00:00,5,3,1.05,1
2011/2012,8560,8634,15,1.17,2011-09-10 00:00:00,2,2,1.17,0
2011/2012,8633,8305,1.08,26,2011-09-10 00:00:00,4,2,1.08,1
2011/2012,8633,8560,1.13,21,2012-03-24 00:00:00,5,1,1.13,1
2011/2012,8661,8634,13,1.22,2012-03-24 00:00:00,0,2,1.22,1
2011/2012,8634,8315,1.11,21,2012-03-31 00:00:00,2,0,1.11,1
2011/2012,8371,8633,8,1.4,2012-03-31 00:00:00,1,5,1.4,1
2011/2012,8633,10267,1.2,13,2012-04-08 00:00:00,0,0,1.2,0
2011/2012,8394,8634,19,1.14,2012-04-07 00:00:00,1,4,1.14,1
2011/2012,9906,8633,5.5,1.57,2012-04-11 00:00:00,1,4,1.57,1
2011/2012,8634,8305,1.06,26,2012-04-10 00:00:00,4,0,1.06,1
2011/2012,8633,9869,1.06,29,2012-04-14 00:00:00,3,1,1.06,1
2011/2012,8581,8634,15,1.2,2012-04-14 00:00:00,1,2,1.2,1
2011/2012,8634,8633,1.62,5,2012-04-21 00:00:00,1,2,1.62,0
2011/2012,8370,8634,9,1.33,2012-04-29 00:00:00,0,7,1.33,1
2011/2012,8633,8302,1.22,13,2012-04-29 00:00:00,3,0,1.22,1
2011/2012,8634,8558,1.13,19,2012-05-05 00:00:00,4,0,1.13,1
2011/2012,7878,8633,7.5,1.36,2012-05-05 00:00:00,1,2,1.36,1
2011/2012,8603,8634,7.5,1.33,2012-05-12 00:00:00,2,2,1.33,0
2011/2012,8633,8661,1.2,11,2012-05-13 00:00:00,4,1,1.2,1
2011/2012,8581,8633,13,1.2,2011-09-18 00:00:00,1,0,1.2,0
2011/2012,8634,8371,1.08,26,2011-09-17 00:00:00,8,0,1.08,1
2011/2012,8696,8633,13,1.2,2011-09-21 00:00:00,0,0,1.2,0
2011/2012,10267,8634,7.5,1.4,2011-09-21 00:00:00,2,2,1.4,0
2011/2012,8633,8370,1.1,21,2011-09-24 00:00:00,6,2,1.1,1
2011/2012,8634,9906,1.2,13,2011-09-24 00:00:00,5,0,1.2,1
2011/2012,9869,8634,13,1.17,2011-10-02 00:00:00,0,1,1.17,1
2011/2012,8558,8633,10,1.25,2011-10-02 00:00:00,0,4,1.25,1
2011/2012,8634,8696,1.06,26,2011-10-15 00:00:00,3,0,1.06,1
2011/2012,8633,8603,1.14,16,2011-10-15 00:00:00,4,1,1.14,1
2011/2012,9864,8633,7.5,1.4,2011-10-22 00:00:00,0,4,1.4,1
2011/2012,8634,8302,1.17,13,2011-10-22 00:00:00,0,0,1.17,0
2012/2013,8571,8635,5.25,1.65,2012-07-28 00:00:00,1,1,1.65,0
2012/2013,9985,10000,1.65,5,2012-07-29 00:00:00,0,1,1.65,0
2012/2013,9991,9989,1.3,11,2012-07-29 00:00:00,2,0,1.3,1
2012/2013,9985,8635,3.1,2.25,2012-10-07 00:00:00,2,1,3.1,1
2012/2013,9993,9991,3.2,2.2,2012-10-05 00:00:00,2,2,2.2,0
2012/2013,8635,8475,1.22,13,2012-10-19 00:00:00,2,0,1.22,1
2012/2013,9991,8571,1.53,6,2012-10-20 00:00:00,0,1,1.53,0
2012/2013,9998,9985,2.9,2.38,2012-10-21 00:00:00,3,1,2.38,0
2012/2013,9985,9984,1.44,7,2012-10-26 00:00:00,2,1,1.44,1
2012/2013,9991,9998,1.53,5.5,2012-10-27 00:00:00,2,0,1.53,1
2012/2013,9986,8635,7,1.44,2012-10-27 00:00:00,2,0,1.44,0
2012/2013,8635,9991,1.57,5.25,2012-10-30 00:00:00,5,0,1.57,1
2012/2013,9987,9985,1.85,4,2012-10-31 00:00:00,0,2,4.0,1
2012/2013,9985,1773,1.57,5.5,2012-11-04 00:00:00,2,0,1.57,1
2012/2013,9991,9987,2.1,3.25,2012-11-03 00:00:00,1,2,2.1,0
2012/2013,8203,8635,5.25,1.6,2012-11-03 00:00:00,1,4,1.6,1
2012/2013,8635,8342,1.57,5.5,2012-11-11 00:00:00,6,1,1.57,1
2012/2013,9994,9985,2.63,2.55,2012-11-09 00:00:00,2,1,2.55,0
2012/2013,9984,9991,3.2,2.1,2012-11-10 00:00:00,2,2,2.1,0
2012/2013,8635,8571,1.29,11,2012-11-18 00:00:00,1,0,1.29,1
2012/2013,10000,9985,2.38,2.8,2012-11-18 00:00:00,0,0,2.8,0
2012/2013,9989,9991,3.6,2,2012-11-17 00:00:00,2,0,2.0,0
2012/2013,9985,9989,1.36,8,2012-11-23 00:00:00,3,0,1.36,1
2012/2013,9991,10000,1.95,3.75,2012-11-24 00:00:00,0,1,1.95,0
2012/2013,9993,8635,5.5,1.57,2012-11-24 00:00:00,1,4,1.57,1
2012/2013,8635,9984,1.29,8.5,2012-12-01 00:00:00,2,1,1.29,1
2012/2013,1773,9991,3.4,2.05,2012-12-01 00:00:00,1,1,2.05,0
2012/2013,8475,9985,4.5,1.73,2012-12-02 00:00:00,0,2,1.73,1
2012/2013,9985,9986,1.3,9,2012-12-07 00:00:00,6,1,1.3,1
2012/2013,9991,8475,1.4,7.5,2012-12-08 00:00:00,0,2,1.4,0
2012/2013,9998,8635,4.75,1.62,2012-12-08 00:00:00,0,5,1.62,1
2012/2013,8635,9993,1.25,12,2012-08-04 00:00:00,1,0,1.25,1
2012/2013,10000,9991,2.7,2.5,2012-08-05 00:00:00,3,1,2.5,0
2012/2013,9989,9985,5,1.73,2012-08-03 00:00:00,0,0,1.73,0
2012/2013,8635,1773,1.22,13,2012-12-16 00:00:00,2,1,1.22,1
2012/2013,9994,9991,2.3,3.1,2012-12-15 00:00:00,2,2,3.1,0
2012/2013,8203,9985,3,2.2,2012-12-15 00:00:00,0,2,2.2,1
2012/2013,9985,8342,2.1,3.3,2012-12-23 00:00:00,1,3,2.1,0
2012/2013,9987,8635,3.4,2.05,2012-12-23 00:00:00,2,4,2.05,1
2012/2013,9991,9986,1.4,7.5,2012-12-22 00:00:00,1,2,1.4,0
2012/2013,8635,9989,1.17,15,2012-12-27 00:00:00,4,1,1.17,1
2012/2013,9985,9993,1.25,12,2012-12-27 00:00:00,3,0,1.25,1
2012/2013,8203,9991,2.5,2.7,2012-12-26 00:00:00,1,0,2.7,0
2012/2013,8635,10000,1.44,7.5,2013-02-27 00:00:00,0,1,1.44,0
2012/2013,9991,9985,2.8,2.5,2013-01-19 00:00:00,0,0,2.8,0
2012/2013,8342,9991,1.73,4.5,2013-01-27 00:00:00,0,0,4.5,0
2012/2013,9985,8571,1.57,6,2013-01-25 00:00:00,2,0,1.57,1
2012/2013,9994,8635,4.5,1.75,2013-01-26 00:00:00,0,2,1.75,1
2012/2013,8635,9985,1.62,5.5,2013-02-03 00:00:00,2,2,1.62,0
2012/2013,9991,9993,1.44,7,2013-02-02 00:00:00,2,1,1.44,1
2012/2013,9985,9998,1.44,7,2013-02-10 00:00:00,0,1,1.44,0
2012/2013,8571,9991,2.6,2.63,2013-02-09 00:00:00,1,0,2.63,0
2012/2013,8475,8635,5.75,1.53,2013-02-10 00:00:00,1,2,1.53,1
2012/2013,8635,9986,1.2,13,2013-02-15 00:00:00,2,0,1.2,1
2012/2013,9998,9991,2.5,2.7,2013-02-16 00:00:00,0,2,2.7,1
2012/2013,9984,9985,3.8,1.91,2013-02-16 00:00:00,0,1,1.91,1
2012/2013,8342,8635,3.1,2.25,2013-02-24 00:00:00,2,2,2.25,0
2012/2013,9985,9987,1.91,3.75,2013-02-24 00:00:00,0,0,1.91,0
2012/2013,9991,9984,1.57,5,2013-02-23 00:00:00,2,0,1.57,1
2012/2013,8635,8203,1.3,9.5,2013-03-09 00:00:00,1,0,1.3,1
2012/2013,9987,9991,1.85,4.33,2013-03-09 00:00:00,3,2,4.33,0
2012/2013,1773,9985,4,1.91,2013-03-09 00:00:00,0,4,1.91,1
2012/2013,9985,8475,1.3,9.5,2012-08-10 00:00:00,3,1,1.3,1
2012/2013,9991,1773,1.33,8.5,2012-08-12 00:00:00,1,1,1.33,0
2012/2013,9984,8635,3.6,1.95,2012-08-12 00:00:00,0,3,1.95,1
2012/2013,9985,9994,1.8,4.33,2013-03-16 00:00:00,0,2,1.8,0
2012/2013,9991,8635,3.8,1.91,2013-03-16 00:00:00,1,1,3.8,0
2012/2013,8635,9998,1.29,9.5,2012-08-18 00:00:00,2,1,1.29,1
2012/2013,9986,9985,4,1.83,2012-08-19 00:00:00,2,6,1.83,1
2012/2013,8475,9991,4.5,1.75,2012-08-18 00:00:00,0,2,1.75,1
2012/2013,9985,8203,,,2012-08-26 00:00:00,3,2,,1
2012/2013,9991,9994,1.65,5.25,2012-08-26 00:00:00,2,1,1.65,1
2012/2013,1773,8635,5.5,1.62,2012-08-25 00:00:00,1,1,1.62,0
2012/2013,8342,9985,1.83,4.2,2012-09-02 00:00:00,4,2,4.2,0
2012/2013,8635,9987,1.53,6.5,2012-09-02 00:00:00,2,2,1.53,0
2012/2013,9986,9991,4.33,1.8,2012-09-01 00:00:00,1,1,1.8,0
2012/2013,9991,8203,1.4,8,2012-09-15 00:00:00,0,2,1.4,0
2012/2013,9993,9985,3.2,2.2,2012-09-16 00:00:00,3,2,2.2,0
2012/2013,9989,8635,5,1.67,2012-09-15 00:00:00,1,1,1.67,0
2012/2013,9985,9991,1.83,4,2012-09-21 00:00:00,1,2,1.83,0
2012/2013,10000,8635,3.75,1.95,2012-09-22 00:00:00,2,3,1.95,1
2012/2013,8635,9994,1.4,8,2012-09-29 00:00:00,3,0,1.4,1
2012/2013,9991,8342,2.3,3,2012-09-30 00:00:00,2,2,2.3,0
2012/2013,8571,9985,2.8,2.5,2012-09-30 00:00:00,2,1,2.5,0
2012/2013,9825,8472,1.4,8.5,2012-08-18 00:00:00,0,0,1.4,0
2012/2013,8668,10260,4.33,1.83,2012-08-20 00:00:00,1,0,1.83,0
2012/2013,8659,8650,4.2,1.91,2012-08-18 00:00:00,3,0,1.91,0
2012/2013,8528,8455,6,1.62,2012-08-19 00:00:00,0,2,1.62,1
2012/2013,8650,10261,1.57,6,2012-11-04 00:00:00,1,1,1.57,0
2012/2013,10260,9825,1.7,5,2012-11-03 00:00:00,2,1,1.7,1
2012/2013,10003,8455,4.5,1.8,2012-11-03 00:00:00,1,1,1.8,0
2012/2013,9825,9879,1.53,6,2012-11-10 00:00:00,3,3,1.53,0
2012/2013,10252,10260,7,1.44,2012-11-10 00:00:00,2,3,1.44,1
2012/2013,8455,8650,1.95,4,2012-11-11 00:00:00,1,1,1.95,0
2012/2013,9825,8586,1.91,3.8,2012-11-17 00:00:00,5,2,1.91,1
2012/2013,8650,8528,1.44,7.5,2012-11-17 00:00:00,3,0,1.44,1
2012/2013,9850,10260,7,1.44,2012-11-17 00:00:00,1,0,1.44,0
2012/2013,8659,8455,3.75,2,2012-11-17 00:00:00,2,1,2.0,0
2012/2013,10252,9825,4.75,1.73,2012-11-24 00:00:00,0,0,1.73,0
2012/2013,8455,8456,2.5,2.7,2012-11-25 00:00:00,0,0,2.5,0
2012/2013,10260,10172,1.17,15,2012-11-24 00:00:00,3,1,1.17,1
2012/2013,10003,8650,3.4,2.1,2012-11-25 00:00:00,0,0,2.1,0
2012/2013,10260,8654,1.22,12,2012-11-28 00:00:00,1,0,1.22,1
2012/2013,8586,8650,2.4,2.88,2012-11-28 00:00:00,2,1,2.88,0
2012/2013,8455,9879,1.44,7,2012-11-28 00:00:00,0,0,1.44,0
2012/2013,8668,9825,2.5,2.75,2012-11-28 00:00:00,1,1,2.75,0
2012/2013,9825,10003,1.44,7,2012-12-01 00:00:00,0,2,1.44,0
2012/2013,8650,8466,1.4,8.5,2012-12-01 00:00:00,1,0,1.4,1
2012/2013,9798,10260,7.5,1.4,2012-12-01 00:00:00,3,4,1.4,1
2012/2013,8654,8455,4,1.91,2012-12-01 00:00:00,3,1,1.91,0
2012/2013,9825,8659,1.5,6.5,2012-12-08 00:00:00,2,0,1.5,1
2012/2013,8456,10260,2.2,3.2,2012-12-09 00:00:00,2,3,3.2,1
2012/2013,8472,8455,4.75,1.8,2012-12-08 00:00:00,1,3,1.8,1
2012/2013,8654,8650,3,2.38,2012-12-09 00:00:00,2,3,2.38,1
2012/2013,8455,8466,1.25,15,2013-01-16 00:00:00,2,2,1.25,0
2012/2013,8650,10252,1.36,9,2012-12-15 00:00:00,1,3,1.36,0
2012/2013,10260,8472,1.2,15,2012-12-15 00:00:00,3,1,1.2,1
2012/2013,9798,9825,5.5,1.62,2012-12-17 00:00:00,2,5,1.62,1
2012/2013,8455,10252,1.33,8.5,2012-12-23 00:00:00,8,0,1.33,1
2012/2013,8650,9879,1.53,6.5,2012-12-22 00:00:00,4,0,1.53,1
2012/2013,10003,10260,5,1.67,2012-12-23 00:00:00,1,1,1.67,0
2012/2013,8528,9825,4.75,1.73,2012-12-22 00:00:00,0,1,1.73,1
2012/2013,9825,8654,1.44,8,2013-01-23 00:00:00,5,1,1.44,1
2012/2013,10260,10261,1.22,13,2012-12-26 00:00:00,4,3,1.22,1
2012/2013,9850,8455,6,1.62,2012-12-26 00:00:00,0,1,1.62,1
2012/2013,10194,8650,3.4,2.25,2012-12-26 00:00:00,3,1,2.25,0
2012/2013,8455,10261,1.5,6.5,2012-08-25 00:00:00,2,0,1.5,1
2012/2013,8650,8456,3.1,2.3,2012-08-26 00:00:00,2,2,3.1,0
2012/2013,10260,9879,1.29,11,2012-08-25 00:00:00,3,2,1.29,1
2012/2013,10194,9825,3.5,2.1,2012-08-26 00:00:00,0,0,2.1,0
2012/2013,9825,10261,1.44,7,2012-12-29 00:00:00,7,3,1.44,1
2012/2013,8668,8455,2.88,2.5,2012-12-30 00:00:00,1,2,2.5,1
2012/2013,10260,8659,1.3,10,2012-12-29 00:00:00,2,0,1.3,1
2012/2013,10172,8650,4,1.91,2012-12-30 00:00:00,0,3,1.91,1
2012/2013,8455,10172,1.2,15,2013-01-02 00:00:00,0,1,1.2,0
2012/2013,8650,8472,1.4,8.5,2013-01-02 00:00:00,3,0,1.4,1
2012/2013,8466,9825,5,1.7,2013-01-01 00:00:00,1,1,1.7,0
2012/2013,8528,10260,6,1.53,2013-01-01 00:00:00,0,4,1.53,1
2012/2013,9825,8456,2.63,2.8,2013-01-13 00:00:00,0,2,2.63,0
2012/2013,10260,8650,1.91,4.2,2013-01-13 00:00:00,2,1,1.91,1
2012/2013,10194,8455,4.33,1.95,2013-01-12 00:00:00,0,4,1.95,1
2012/2013,8455,9825,1.91,4,2013-01-20 00:00:00,2,1,1.91,1
2012/2013,8650,9850,1.33,10.5,2013-01-19 00:00:00,5,0,1.33,1
2012/2013,8586,10260,2.9,2.5,2013-01-20 00:00:00,1,1,2.5,0
2012/2013,9825,8650,2.4,3.1,2013-01-30 00:00:00,2,2,2.4,0
2012/2013,10260,8466,1.25,14,2013-01-30 00:00:00,2,1,1.25,1
2012/2013,9798,8455,7.5,1.5,2013-01-30 00:00:00,2,2,1.5,0
2012/2013,9825,10194,1.44,9,2013-02-02 00:00:00,1,0,1.44,1
2012/2013,9879,10260,5.5,1.65,2013-02-02 00:00:00,0,1,1.65,1
2012/2013,8456,8650,1.83,4.5,2013-02-03 00:00:00,2,2,4.5,0
2012/2013,10261,8455,4,2,2013-02-02 00:00:00,3,2,2.0,0
2012/2013,8455,8528,1.36,9.5,2013-02-09 00:00:00,4,1,1.36,1
2012/2013,8650,8659,1.4,9,2013-02-11 00:00:00,0,2,1.4,0
2012/2013,10260,8668,1.75,5,2013-02-10 00:00:00,2,0,1.75,1
2012/2013,8472,9825,4.5,1.91,2013-02-09 00:00:00,0,1,1.91,1
2012/2013,9825,10252,1.33,11,2013-02-23 00:00:00,2,1,1.33,1
2012/2013,8650,10003,1.57,6,2013-02-17 00:00:00,5,0,1.57,1
2012/2013,8456,8455,1.95,4.33,2013-02-24 00:00:00,2,0,4.33,0
2012/2013,10172,10260,7,1.53,2013-02-23 00:00:00,0,2,1.53,1
2012/2013,8455,8659,1.4,9,2013-03-02 00:00:00,1,0,1.4,1
2012/2013,10260,9850,1.33,11,2013-03-02 00:00:00,4,0,1.33,1
2012/2013,8586,9825,2.3,3.25,2013-03-03 00:00:00,2,1,3.25,0
2012/2013,8528,8650,4.5,1.85,2013-03-02 00:00:00,0,4,1.85,1
2012/2013,9825,8668,1.75,5,2013-04-16 00:00:00,0,0,1.75,0
2012/2013,9879,8455,4.75,1.8,2013-04-17 00:00:00,0,3,1.8,1
2012/2013,8650,8586,1.95,4,2013-03-10 00:00:00,3,2,1.95,1
2012/2013,8654,10260,5.5,1.7,2013-04-17 00:00:00,2,2,1.7,0
2012/2013,8455,9798,1.25,13,2012-08-22 00:00:00,4,2,1.25,1
2012/2013,8650,9825,2,3.75,2012-09-02 00:00:00,0,2,2.0,0
2012/2013,8466,10260,6,1.53,2012-09-02 00:00:00,2,3,1.53,1
2012/2013,8455,8654,1.4,9,2013-03-17 00:00:00,2,0,1.4,1
2012/2013,10260,9798,1.17,19,2013-03-16 00:00:00,1,0,1.17,1
2012/2013,8466,8650,4.2,1.91,2013-03-16 00:00:00,3,1,1.91,0
2012/2013,10003,9825,3.4,2.25,2013-03-16 00:00:00,0,2,2.25,1
2012/2013,9825,9798,1.25,15,2013-03-30 00:00:00,4,1,1.25,1
2012/2013,10252,8650,5,1.75,2013-03-31 00:00:00,1,2,1.75,1
2012/2013,8466,8455,3.5,2.2,2013-03-30 00:00:00,2,1,2.2,0
2012/2013,8472,10260,6,1.65,2013-03-30 00:00:00,0,1,1.65,1
2012/2013,8455,8472,1.36,11,2013-04-07 00:00:00,2,1,1.36,1
2012/2013,8650,8654,1.36,9,2013-04-07 00:00:00,0,0,1.36,0
2012/2013,10260,8456,2.3,3.3,2013-04-08 00:00:00,1,2,2.3,0
2012/2013,8659,9825,4.1,1.95,2013-04-06 00:00:00,1,2,1.95,1
2012/2013,9825,9850,1.25,14,2013-04-13 00:00:00,3,1,1.25,1
2012/2013,8455,8586,1.95,4,2013-05-08 00:00:00,2,2,1.95,0
2012/2013,9798,8650,8,1.45,2013-04-13 00:00:00,0,0,1.45,0
2012/2013,10194,10260,7,1.6,2013-04-14 00:00:00,0,2,1.6,1
2012/2013,9879,9825,5,1.75,2013-04-20 00:00:00,0,1,1.75,1
2012/2013,8650,8455,2.15,3.6,2013-04-21 00:00:00,2,2,2.15,0
2012/2013,10260,10252,1.25,13,2013-04-22 00:00:00,3,0,1.25,1
2012/2013,9825,10260,2.25,3.3,2013-04-28 00:00:00,1,1,2.25,0
2012/2013,8455,10003,1.36,9,2013-04-28 00:00:00,2,0,1.36,1
2012/2013,10261,8650,2.88,2.5,2013-04-27 00:00:00,0,6,2.5,1
2012/2013,8650,8668,1.95,4.2,2013-05-05 00:00:00,0,0,1.95,0
2012/2013,10260,8455,2.2,3.5,2013-05-05 00:00:00,0,1,2.2,0
2012/2013,10172,9825,8,1.44,2013-05-04 00:00:00,0,1,1.44,1
2012/2013,9825,8528,1.4,8,2013-05-14 00:00:00,4,1,1.4,1
2012/2013,10252,8455,4.5,1.85,2013-05-11 00:00:00,1,2,1.85,1
2012/2013,9879,8650,3.9,2.05,2013-05-12 00:00:00,1,3,2.05,1
2012/2013,10260,10003,1.3,12,2013-05-12 00:00:00,2,1,1.3,1
2012/2013,8455,8668,1.7,5.5,2013-05-19 00:00:00,2,1,1.7,1
2012/2013,8650,10172,1.25,12,2013-05-19 00:00:00,1,0,1.25,1
2012/2013,10261,9825,6,1.55,2013-05-19 00:00:00,0,1,1.55,1
2012/2013,8659,10260,4.5,1.83,2013-05-19 00:00:00,5,5,1.83,0
2012/2013,9825,8466,1.36,8.5,2012-09-15 00:00:00,6,1,1.36,1
2012/2013,10260,8528,1.25,12,2012-09-15 00:00:00,4,0,1.25,1
2012/2013,10172,8455,4.5,1.83,2012-09-15 00:00:00,0,0,1.83,0
2012/2013,8472,8650,3.4,2.2,2012-09-15 00:00:00,1,1,2.2,0
2012/2013,8455,10194,1.36,9,2012-09-22 00:00:00,1,0,1.36,1
2012/2013,8650,10260,2.7,2.63,2012-09-23 00:00:00,1,2,2.7,0
2012/2013,8456,9825,1.75,4.75,2012-09-23 00:00:00,1,1,4.75,0
2012/2013,9825,8455,2.1,3.5,2012-09-29 00:00:00,1,2,2.1,0
2012/2013,10260,8586,1.57,6,2012-09-29 00:00:00,2,3,1.57,0
2012/2013,9850,8650,4.75,1.73,2012-09-29 00:00:00,2,5,1.73,1
2012/2013,8455,9850,1.22,12,2012-10-06 00:00:00,4,1,1.22,1
2012/2013,8650,10194,1.44,7.5,2012-10-07 00:00:00,0,0,1.44,0
2012/2013,10261,10260,4.2,1.83,2012-10-07 00:00:00,0,3,1.83,1
2012/2013,8654,9825,4,1.91,2012-10-06 00:00:00,1,3,1.91,1
2012/2013,8650,9798,1.33,10,2012-10-20 00:00:00,1,0,1.33,1
2012/2013,10260,10194,1.29,11,2012-10-20 00:00:00,4,2,1.29,1
2012/2013,9850,9825,6,1.53,2012-10-20 00:00:00,1,0,1.53,0
2012/2013,8586,8455,2.5,2.75,2012-10-20 00:00:00,2,4,2.75,1
2012/2013,9825,10172,1.36,8.5,2012-10-27 00:00:00,1,0,1.36,1
2012/2013,8455,10260,2.4,2.9,2012-10-28 00:00:00,2,3,2.4,0
2012/2013,8668,8650,2.6,2.75,2012-10-28 00:00:00,2,2,2.75,0
2012/2013,9847,8689,1.33,10,2012-08-11 00:00:00,2,2,1.33,0
2012/2013,8481,9847,7.5,1.5,2012-10-27 00:00:00,0,1,1.5,1
2012/2013,9847,9853,1.44,7.5,2012-11-03 00:00:00,1,2,1.44,0
2012/2013,10249,9847,3.25,2.25,2012-11-11 00:00:00,1,1,2.25,0
2012/2013,9847,9851,1.55,6.5,2012-11-17 00:00:00,1,2,1.55,0
2012/2013,9847,10242,1.18,15,2012-11-24 00:00:00,4,0,1.18,1
2012/2013,9831,9847,4.75,1.8,2012-12-01 00:00:00,2,1,1.8,0
2012/2013,9847,4087,1.22,13,2012-12-08 00:00:00,4,0,1.22,1
2012/2013,9873,9847,4.33,1.83,2012-12-11 00:00:00,0,4,1.83,1
2012/2013,9847,9748,1.62,5.5,2012-12-16 00:00:00,1,0,1.62,1
